GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
285848	PNPLA1	patatin like phospholipase domain containing 1	4.067	3.196
51513	ETV7	ETS variant transcription factor 7	2.9	2.149
101154753	PANDAR	promoter of CDKN1A antisense DNA damage activated RNA	-1.45	1.422
51645	PPIL1	peptidylprolyl isomerase like 1	-1.542	2.984
221472	FGD2	FYVE, RhoGEF and PH domain containing 2	-2.141	4.401
55633	TBC1D22B	TBC1 domain family member 22B	0.88	3.706
154467	CCDC167	coiled-coil domain containing 167	-1.677	3.204
1769	DNAH8	dynein axonemal heavy chain 8	2.632	1.332
2740	GLP1R	glucagon like peptide 1 receptor	-6.338	2.488
89822	KCNK17	potassium two pore domain channel subfamily K member 17	-6.452	3.208
221443	OARD1	O-acyl-ADP-ribose deacylase 1	0.853	2.444
54209	TREM2	triggering receptor expressed on myeloid cells 2	-6.187	10.647
79865	TREML2	triggering receptor expressed on myeloid cells like 2	-4.757	4.64
340206	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene	-7.778	4.127
285852	TREML4	triggering receptor expressed on myeloid cells like 4	-8.615	5.549
54210	TREM1	triggering receptor expressed on myeloid cells 1	-8.194	12.982
896	CCND3	cyclin D3	-1.338	5.622
647024	C6orf132	chromosome 6 open reading frame 132	3.212	9.085
2978	GUCA1A	guanylate cyclase activator 1A	-4.426	1.921
10695	CNPY3	canopy FGF signaling regulator 3	-1.878	4.323
107080644	CNPY3-GNMT	CNPY3-GNMT readthrough	-1.798	4.047
6722	SRF	serum response factor	-1.115	2.299
23113	CUL9	cullin 9	0.698	2.778
65989	DLK2	delta like non-canonical Notch ligand 2	2.114	1.956
25844	YIPF3	Yip1 domain family member 3	-0.423	1.49
54676	GTPBP2	GTP binding protein 2	-0.646	3.149
7422	VEGFA	vascular endothelial growth factor A	-2.137	1.705
55362	TMEM63B	transmembrane protein 63B	1.219	2.105
2030	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	0.798	2.097
347734	SLC35B2	solute carrier family 35 member B2	-0.789	2.165
4794	NFKBIE	NFKB inhibitor epsilon	-1.891	2.868
860	RUNX2	RUNX family transcription factor 2	-3.093	4.934
51302	CYP39A1	cytochrome P450 family 39 subfamily A member 1	4.277	7.188
7941	PLA2G7	phospholipase A2 group VII	-4.117	10.699
27242	TNFRSF21	TNF receptor superfamily member 21	-2.107	2.848
23607	CD2AP	CD2 associated protein	0.908	2.706
222611	ADGRF2	adhesion G protein-coupled receptor F2	8.426	18.431
221393	ADGRF4	adhesion G protein-coupled receptor F4	5.414	2.673
4594	MMUT	methylmalonyl-CoA mutase	0.753	2.662
7021	TFAP2B	transcription factor AP-2 beta	3.965	2.399
5314	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin	2.415	1.418
3605	IL17A	interleukin 17A	-8.053	3.575
9697	TRAM2	translocation associated membrane protein 2	-0.932	3.532
105375091	LOC105375091	uncharacterized LOC105375091	8.129	10.682
2940	GSTA3	glutathione S-transferase alpha 3	9.852	13.445
2941	GSTA4	glutathione S-transferase alpha 4	2.642	1.863
22858	CILK1	ciliogenesis associated kinase 1	1.128	1.658
60481	ELOVL5	ELOVL fatty acid elongase 5	-1.969	9.31
2729	GCLC	glutamate-cysteine ligase catalytic subunit	1.233	2.277
401265	KLHL31	kelch like family member 31	2.816	2.243
55227	LRRC1	leucine rich repeat containing 1	2.462	1.4
101927189	LOC101927189	uncharacterized LOC101927189	4.692	7.707
100874282	MLIP-IT1	MLIP intronic transcript 1	3.055	2.306
222584	FAM83B	family with sequence similarity 83 member B	3.674	1.399
653	BMP5	bone morphogenetic protein 5	-6.661	4.398
81578	COL21A1	collagen type XXI alpha 1 chain	2.434	2.177
667	DST	dystonin	2.275	3.347
9532	BAG2	BAG cochaperone 2	-1.359	2.471
101927268	LOC101927268	uncharacterized LOC101927268	2.363	1.484
112935969	SCAT8	S-phase cancer associated transcript 8	-7.089	2.308
101928353	LINC01610	long intergenic non-protein coding RNA 1610	7.519	7.66
57579	FAM135A	family with sequence similarity 135 member A	1.975	6.459
115004	CGAS	cyclic GMP-AMP synthase	-2.83	11.767
55754	TMEM30A	transmembrane protein 30A	-0.571	1.378
4646	MYO6	myosin VI	1.87	3.845
83699	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	1.54	1.336
6785	ELOVL4	ELOVL fatty acid elongase 4	4.118	17.23
55603	TENT5A	terminal nucleotidyltransferase 5A	1.332	3.061
23033	DOP1A	DOP1 leucine zipper like protein A	1.336	3.03
5238	PGM3	phosphoglucomutase 3	-0.68	2.061
51167	CYB5R4	cytochrome b5 reductase 4	-1.383	3.471
112609	MRAP2	melanocortin 2 receptor accessory protein 2	2.748	1.348
107986620	LOC107986620	uncharacterized LOC107986620	6.616	4.471
4907	NT5E	5'-nucleotidase ecto	-1.959	3.786
55122	AKIRIN2	akirin 2	-1	2.222
135293	PM20D2	peptidase M20 domain containing 2	1.216	2.546
51465	UBE2J1	ubiquitin conjugating enzyme E2 J1	-1.01	2.683
29078	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	-0.876	1.367
11149	BVES	blood vessel epicardial substance	-2.553	2.951
64208	POPDC3	popeye domain containing 3	-7.593	4.78
9474	ATG5	autophagy related 5	-0.535	3.61
202	CRYBG1	crystallin beta-gamma domain containing 1	1.366	1.364
57673	BEND3	BEN domain containing 3	-1.082	1.398
55084	SOBP	sine oculis binding protein homolog	-2.924	7.763
11231	SEC63	SEC63 homolog, protein translocation regulator	-0.295	1.781
28962	OSTM1	osteoclastogenesis associated transmembrane protein 1	-1.197	3.912
8724	SNX3	sorting nexin 3	-0.705	1.611
221262	CCDC162P	coiled-coil domain containing 162, pseudogene	-3.526	2.362
8763	CD164	CD164 molecule	-0.335	1.447
64780	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	-1.146	4.156
9841	ZBTB24	zinc finger and BTB domain containing 24	0.584	1.336
221264	AK9	adenylate kinase 9	1.096	2.542
8936	WASF1	WASP family member 1	-1.16	1.729
112495	GTF3C6	general transcription factor IIIC subunit 6	-1.544	4.58
105377945	LOC105377945	uncharacterized LOC105377945	-1.423	2.49
8838	CCN6	cellular communication network factor 6	1.979	1.971
3910	LAMA4	laminin subunit alpha 4	-1.676	3.155
101927686	LINC02541	long intergenic non-protein coding RNA 2541	5.115	5.851
4082	MARCKS	myristoylated alanine rich protein kinase C substrate	-1.676	2.438
1300	COL10A1	collagen type X alpha 1 chain	-5.662	1.935
29940	DSE	dermatan sulfate epimerase	-0.716	1.496
112267965	LOC112267965		2.018	1.498
7259	TSPYL1	TSPY like 1	0.777	2.571
441168	CALHM6	calcium homeostasis modulator family member 6	-1.972	2.152
6098	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	-5.18	2.867
285761	DCBLD1	discoidin, CUB and LCCL domain containing 1	-1.628	2.148
116150	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	-0.979	6.578
25842	ASF1A	anti-silencing function 1A histone chaperone	0.8	3.249
4121	MAN1A1	mannosidase alpha class 1A member 1	-1.14	1.506
107986526	LOC107986526		-4.241	1.553
221322	TBC1D32	TBC1 domain family member 32	1.575	3.136
2697	GJA1	gap junction protein alpha 1	2.137	2.855
10924	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	1.767	3.88
154214	RNF217	ring finger protein 217	1.2	7.268
7164	TPD52L1	TPD52 like 1	1.595	1.403
135112	NCOA7	nuclear receptor coactivator 7	-0.956	1.785
135114	HINT3	histidine triad nucleotide binding protein 3	0.979	3.879
84870	RSPO3	R-spondin 3	-2.81	2.356
102723409	LOC102723409	uncharacterized LOC102723409	-1.556	2.137
93663	ARHGAP18	Rho GTPase activating protein 18	-1.685	2.089
84456	L3MBTL3	L3MBTL histone methyl-lysine binding protein 3	-1.046	2.159
383	ARG1	arginase 1	4.694	7.116
79541	OR2A4	olfactory receptor family 2 subfamily A member 4	3.581	3.418
643854	CTAGE9	CTAGE family member 9	2.901	3.468
8876	VNN1	vanin 1	-4.123	5.261
55350	VNN3P	vanin 3, pseudogene	-6.403	7.084
8875	VNN2	vanin 2	-7.438	9.516
154091	SLC2A12	solute carrier family 2 member 12	2.555	5.857
64577	ALDH8A1	aldehyde dehydrogenase 8 family member A1	-2.492	2.273
27115	PDE7B	phosphodiesterase 7B	-1.564	1.665
101928373	LOC101928373	uncharacterized LOC101928373	-6.179	1.676
113115	MTFR2	mitochondrial fission regulator 2	-1.168	1.675
9053	MAP7	microtubule associated protein 7	2.356	6.445
4217	MAP3K5	mitogen-activated protein kinase kinase kinase 5	-0.961	2.491
101928429	MAP3K5-AS2	MAP3K5 antisense RNA 2	-3.403	1.587
5191	PEX7	peroxisomal biogenesis factor 7	2.148	1.96
53832	IL20RA	interleukin 20 receptor subunit alpha	4.904	5.757
116379	IL22RA2	interleukin 22 receptor subunit alpha 2	3.095	2.3
3459	IFNGR1	interferon gamma receptor 1	-1.047	1.631
100130476	WAKMAR2	wound and keratinocyte migration associated lncRNA 2	2.519	1.697
64065	PERP	p53 apoptosis effector related to PMP22	4.563	5.973
57221	ARFGEF3	ARFGEF family member 3	2.321	2.721
23593	HEBP2	heme binding protein 2	1.258	1.414
57224	NHSL1	NHS like 1	1.633	16.863
25901	CCDC28A	coiled-coil domain containing 28A	-0.455	1.744
107986650	LOC107986650	uncharacterized LOC107986650	3.022	4.388
85021	REPS1	RALBP1 associated Eps domain containing 1	0.933	6.385
58527	ABRACL	ABRA C-terminal like	-1	1.514
167838	TXLNB	taxilin beta	-1.721	1.333
57211	ADGRG6	adhesion G protein-coupled receptor G6	2.75	1.648
2519	FUCA2	alpha-L-fucosidase 2	-1.15	2.136
9749	PHACTR2	phosphatase and actin regulator 2	-0.722	1.392
5325	PLAGL1	PLAG1 like zinc finger 1	1.224	1.831
57061	HYMAI	hydatidiform mole associated and imprinted	1.913	2.27
7402	UTRN	utrophin	0.867	1.85
10981	RAB32	RAB32, member RAS oncogene family	-1.746	5.642
23328	SASH1	SAM and SH3 domain containing 1	1.037	4.054
10090	UST	uronyl 2-sulfotransferase	0.978	1.841
340152	ZC3H12D	zinc finger CCCH-type containing 12D	-1.487	1.739
135250	RAET1E	retinoic acid early transcript 1E	5.524	36.098
81706	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C	4.671	3.036
25902	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	-0.861	2.847
79624	ARMT1	acidic residue methyltransferase 1	-1.355	3.468
26575	RGS17	regulator of G protein signaling 17	-2.962	10.594
154043	CNKSR3	CNKSR family member 3	1.165	2.161
57492	ARID1B	AT-rich interaction domain 1B	0.857	3.577
84947	SERAC1	serine active site containing 1	0.855	2.142
56995	TULP4	TUB like protein 4	1.041	6.064
6993	DYNLT1	dynein light chain Tctex-type 1	-1.081	4.62
7430	EZR	ezrin	1.865	4.817
117289	TAGAP	T cell activation RhoGTPase activating protein	-2.837	2.654
105378085	LOC105378085	uncharacterized LOC105378085	-4.981	3.248
6648	SOD2	superoxide dismutase 2	-4.266	17.517
9589	WTAP	WT1 associated protein	-1.214	3.815
3482	IGF2R	insulin like growth factor 2 receptor	-0.936	1.461
6580	SLC22A1	solute carrier family 22 member 1	-3.758	1.833
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	-1.803	2.832
10846	PDE10A	phosphodiesterase 10A	-2.185	3.525
90632	LINC00473	long intergenic non-protein coding RNA 473	-6.574	1.928
113402	SFT2D1	SFT2 domain containing 1	-1.126	2.28
51660	MPC1	mitochondrial pyruvate carrier 1	0.737	1.92
8635	RNASET2	ribonuclease T2	-2.354	4.697
54346	UNC93A	unc-93 homolog A	4.958	1.651
4301	AFDN	afadin, adherens junction formation factor	1.336	1.991
3834	KIF25	kinesin family member 25	-4.066	2.398
168002	DACT2	dishevelled binding antagonist of beta catenin 2	3.379	2.269
105378138	LOC105378138		4.214	1.561
107986675	LOC107986675	uncharacterized LOC107986675	-3.129	1.317
100131532	LOC100131532	uncharacterized LOC100131532	-5.08	1.79
102724475	LOC102724475		-2.775	1.653
105375112	LOC105375112	putative protein FAM157B	-6.856	3.547
105375114	LOC105375114	uncharacterized LOC105375114	-5.957	2.679
100507642	LINC03014	long intergenic non-protein coding RNA 3014	-1.46	4.032
56975	FAM20C	FAM20C golgi associated secretory pathway kinase	-3.013	14.612
23353	SUN1	Sad1 and UNC84 domain containing 1	1.476	6.513
11033	ADAP1	ArfGAP with dual PH domains 1	-1.826	1.537
90639	COX19	cytochrome c oxidase assembly factor COX19	0.727	2.663
54905	CYP2W1	cytochrome P450 family 2 subfamily W member 1	5.391	5.949
105375120	LOC105375120	uncharacterized LOC105375120	3.849	4.425
202915	TMEM184A	transmembrane protein 184A	3.107	11.918
29886	SNX8	sorting nexin 8	-0.957	2.954
402635	GRIFIN	galectin-related inter-fiber protein	3.055	1.615
80727	TTYH3	tweety family member 3	-2.767	8.329
2768	GNA12	G protein subunit alpha 12	-1.749	15.795
84433	CARD11	caspase recruitment domain family member 11	-2.384	2.203
221935	SDK1	sidekick cell adhesion molecule 1	-1.605	1.663
221937	FOXK1	forkhead box K1	0.642	2.569
100129484	LINC02983	long intergenic non-protein coding RNA 2983	1.926	1.414
60	ACTB	actin beta	-1.619	5.749
6624	FSCN1	fascin actin-bundling protein 1	-1.054	1.527
107986762	LOC107986762		-1.009	1.729
5395	PMS2	PMS1 homolog 2, mismatch repair system component	0.707	2.917
11014	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	-0.972	2.369
55146	ZDHHC4	zinc finger DHHC-type palmitoyltransferase 4	-0.755	1.899
112267992	LOC112267992	uncharacterized LOC112267992	5.497	12.752
729852	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1	-0.721	2.073
79150	MGC4859	uncharacterized LOC79150	-1.348	3.271
105375153	LOC105375153		-3.488	1.556
85477	SCIN	scinderin	3.415	7.116
10124	ARL4A	ADP ribosylation factor like GTPase 4A	2.142	2.837
2115	ETV1	ETS variant transcription factor 1	-2.714	2.238
25928	SOSTDC1	sclerostin domain containing 1	3.964	2.68
105375172	LOC105375172	uncharacterized LOC105375172	-2.526	1.927
101927811	ITGB8-AS1	ITGB8 antisense RNA 1	1.921	1.341
221833	SP8	Sp8 transcription factor	5.848	5.516
55536	CDCA7L	cell division cycle associated 7 like	1.371	3.081
9771	RAPGEF5	Rap guanine nucleotide exchange factor 5	0.837	1.4
256227	STEAP1B	STEAP family member 1B	-4.234	15.475
100506178	STEAP1B-AS1	STEAP1B antisense RNA 1	-2.795	1.744
541472	IL6-AS1	IL6 antisense RNA 1	-4.956	5.303
3569	IL6	interleukin 6	-5.243	12.968
84668	HYCC1	hyccin PI4KA lipid kinase complex subunit 1	-0.949	1.748
10457	GPNMB	glycoprotein nmb	1.289	2.322
115416	MALSU1	mitochondrial assembly of ribosomal large subunit 1	-0.824	1.349
10643	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	-3.418	3.58
1687	GSDME	gasdermin E	-2.072	2.87
646588	LINC03007	long intergenic non-protein coding RNA 3007	6.362	4.128
9603	NFE2L3	NFE2 like bZIP transcription factor 3	1.234	4.628
3181	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	-0.793	13.376
11335	CBX3	chromobox 3	-0.987	6.753
29887	SNX10	sorting nexin 10	-3.515	17.032
8935	SKAP2	src kinase associated phosphoprotein 2	-1.663	3.084
10392	NOD1	nucleotide binding oligomerization domain containing 1	-1.389	3.069
401320	GARS1-DT	GARS1 divergent transcript	-0.678	2.019
10842	PPP1R17	protein phosphatase 1 regulatory subunit 17	-7.872	1.628
102724668	DPY19L1P2	DPY19L1 pseudogene 2	-1.262	1.541
25948	KBTBD2	kelch repeat and BTB domain containing 2	-0.727	1.691
168667	BMPER	BMP binding endothelial regulator	-2.801	1.466
23333	DPY19L1	dpy-19 like C-mannosyltransferase 1	-1.304	8.042
105375228	LOC105375228	uncharacterized LOC105375228	-3.462	1.957
23366	MATCAP2	microtubule associated tyrosine carboxypeptidase 2	1.865	2.475
313	AOAH	acyloxyacyl hydrolase	-3.709	8.892
9844	ELMO1	engulfment and cell motility 1	-1.413	5.675
353345	GPR141	G protein-coupled receptor 141	-2.483	2.376
51314	NME8	NME/NM23 family member 8	-3.065	2.801
6424	SFRP4	secreted frizzled related protein 4	-4.228	1.521
54749	EPDR1	ependymin related 1	-2.659	5.076
83930	STARD3NL	STARD3 N-terminal like	-2.246	42.016
273	AMPH	amphiphysin	-3.731	7.459
107986785	LOC107986785	uncharacterized LOC107986785	-2.87	1.504
3624	INHBA	inhibin subunit beta A	-5.226	4.892
285954	INHBA-AS1	INHBA antisense RNA 1	-6.026	1.996
9263	STK17A	serine/threonine kinase 17a	-1.445	5.995
84820	POLR2J4	RNA polymerase II subunit J4, pseudogene	0.779	1.47
816	CAMK2B	calcium/calmodulin dependent protein kinase II beta	3.123	1.8
23386	NUDCD3	NudC domain containing 3	0.585	2.924
64005	MYO1G	myosin IG	-3.288	17.329
102723334	LOC102723334	uncharacterized LOC102723334	-3.662	1.868
83605	CCM2	CCM2 scaffold protein	-1.379	5.139
64759	TNS3	tensin 3	-1.744	6.454
7378	UPP1	uridine phosphorylase 1	-4.45	12.484
10320	IKZF1	IKAROS family zinc finger 1	-2.349	5.885
2887	GRB10	growth factor receptor bound protein 10	-1.395	3.453
23242	COBL	cordon-bleu WH2 repeat protein	3.529	4.219
23480	SEC61G	SEC61 translocon subunit gamma	-0.839	2.117
105375284	LOC105375284	uncharacterized LOC105375284	3.968	3.03
1956	EGFR	epidermal growth factor receptor	2.335	14.146
100507500	EGFR-AS1	EGFR antisense RNA 1	2.811	2.933
81552	VOPP1	VOPP1 WW domain binding protein	-1.697	8.693
7697	ZNF138	zinc finger protein 138	1.689	4.474
10793	ZNF273	zinc finger protein 273	4.326	24.844
441239	LOC441239	uncharacterized LOC441239	5.402	14.263
105375328	LOC105375328		4.466	3.625
2990	GUSB	glucuronidase beta	-0.777	1.302
435	ASL	argininosuccinate lyase	-1.147	2.659
27297	CRCP	CGRP receptor component	0.41	1.448
729156	GTF2IRD1P1	GTF2I repeat domain containing 1 pseudogene 1	0.718	2.645
100093631	GTF2IP4	general transcription factor IIi pseudogene 4	0.508	2.302
654816	NCF1B	neutrophil cytosolic factor 1B pseudogene	-3.653	8.227
9031	BAZ1B	bromodomain adjacent to zinc finger domain 1B	-0.463	3.106
6804	STX1A	syntaxin 1A	-1.853	1.426
107986809	ELN-AS1	ELN antisense RNA 1	1.991	1.322
3984	LIMK1	LIM domain kinase 1	-1.363	4.873
7462	LAT2	linker for activation of T cells family member 2	-3.708	10.451
9569	GTF2IRD1	GTF2I repeat domain containing 1	1.532	2.994
2969	GTF2I	general transcription factor IIi	0.642	2.266
653361	NCF1	neutrophil cytosolic factor 1	-3.533	9.778
389524	GTF2IRD2B	GTF2I repeat domain containing 2B	0.938	1.589
654817	NCF1C	neutrophil cytosolic factor 1C pseudogene	-3.831	8.166
2970	GTF2IP1	general transcription factor IIi pseudogene 1	0.52	3.169
3092	HIP1	huntingtin interacting protein 1	-0.821	1.551
6369	CCL24	C-C motif chemokine ligand 24	-5.032	3.452
3315	HSPB1	heat shock protein family B (small) member 1	2.04	4.124
7532	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	-0.696	1.739
105375355	UPK3B	uroplakin 3B	4.029	6.782
641808	FAM185BP	family with sequence similarity 185, member A pseudogene	1.536	3.376
57639	CCDC146	coiled-coil domain containing 146	1.811	2.941
5782	PTPN12	protein tyrosine phosphatase non-receptor type 12	-0.773	1.435
85025	TMEM60	transmembrane protein 60	-0.582	1.448
57157	PHTF2	putative homeodomain transcription factor 2	-0.781	1.38
2770	GNAI1	G protein subunit alpha i1	1.715	4.742
948	CD36	CD36 molecule	-2.895	3.102
3082	HGF	hepatocyte growth factor	-4.019	4.679
27445	PCLO	piccolo presynaptic cytomatrix protein	2.242	1.883
54677	CROT	carnitine O-octanoyltransferase	1.655	5.368
79689	STEAP4	STEAP4 metalloreductase	-3.459	5.833
26872	STEAP1	STEAP family member 1	-4.205	15.433
261729	STEAP2	STEAP2 metalloreductase	-3.032	21.771
79846	CFAP69	cilia and flagella associated protein 69	-1.764	3.866
107986818	FAM237B	family with sequence similarity 237 member B	-1.98	1.628
5218	CDK14	cyclin dependent kinase 14	-1.402	3.819
54809	SAMD9	sterile alpha motif domain containing 9	-1.906	4.212
219285	SAMD9L	sterile alpha motif domain containing 9 like	-1.592	1.417
7980	TFPI2	tissue factor pathway inhibitor 2	-5.254	4.794
64921	CASD1	CAS1 domain containing 1	-0.59	1.524
8910	SGCE	sarcoglycan epsilon	-1.405	2.171
23089	PEG10	paternally expressed 10	-1.683	2.372
5446	PON3	paraoxonase 3	2.272	1.718
1750	DLX6	distal-less homeobox 6	3.565	2.235
1749	DLX5	distal-less homeobox 5	4.553	6.981
22853	LMTK2	lemur tyrosine kinase 2	1.287	3.892
25798	BRI3	brain protein I3	-0.755	1.964
55971	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1	1.835	6.241
57154	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	0.643	1.465
10095	ARPC1B	actin related protein 2/3 complex subunit 1B	-2.907	17.621
221785	ZSCAN25	zinc finger and SCAN domain containing 25	0.595	1.396
1577	CYP3A5	cytochrome P450 family 3 subfamily A member 5	3.297	5.399
563	AZGP1	alpha-2-glycoprotein 1, zinc-binding	3.986	4.074
646282	AZGP1P1	AZGP1 pseudogene 1	5.244	4.46
7586	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	0.905	1.85
6878	TAF6	TATA-box binding protein associated factor 6	-0.536	1.953
245812	CNPY4	canopy FGF signaling regulator 4	-1.25	1.458
389541	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	0.848	1.712
